"ENTIDAD","NOMBRE_CIENTIFICO","K1","TItulo","Short_Title"
"TAMAULIPAS","Caranx hippos","VACA SAN FERNANDO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Caranx hippos en TAMAULIPAS"
"TAMAULIPAS","Caranx spp","JUREL SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA JUREL Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Caranx spp en TAMAULIPAS"
"TAMAULIPAS","Carcharhinus falciformis","TIBURON SEDOSO SAN FERNANDO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Carcharhinus falciformis en TAMAULIPAS"
"TAMAULIPAS","Carcharhinus leucas","TIBURON CHATO; TIBURON PRIETO ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA TIBURON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Carcharhinus leucas en TAMAULIPAS"
"TAMAULIPAS","Carcharhinus limbatus","PUNTINEGRO TAMPICO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Carcharhinus limbatus en TAMAULIPAS"
"TAMAULIPAS","Carpiodes carpio","MATALOTE NUEVA CIUDAD GUERRERO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Carpiodes carpio en TAMAULIPAS"
"TAMAULIPAS","Caulolatilus affinis","CONEJO ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Caulolatilus affinis en TAMAULIPAS"
"TAMAULIPAS","Centropomus robalito","ROBALETE ALDAMA; SAN FERNANDO; TAMPICO; SOTO LA MARINA ROBALO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Centropomus robalito en TAMAULIPAS"
"TAMAULIPAS","Centropomus spp","ROBALO SE; CHUCUMITE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA; CIUDAD MANTE ROBALO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Centropomus spp en TAMAULIPAS"
"TAMAULIPAS","Centropomus undecimalis","ROBALO BLANCO SAN FERNANDO ROBALO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Centropomus undecimalis en TAMAULIPAS"
"TAMAULIPAS","Cephalopholis cruentata","CABRILLA ALDAMA; SAN FERNANDO; TAMPICO CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Cephalopholis cruentata en TAMAULIPAS"
"TAMAULIPAS","Cherax quadricarinatus ","LANGOSTA DE AGUA DULCE CIUDAD VICTORIA LANGOSTA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Cherax quadricarinatus  en TAMAULIPAS"
"TAMAULIPAS","Cherax quadricarinatus ","LANGOSTA DE AGUA DULCE SOTO LA MARINA OTRAS; LANGOSTA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Cherax quadricarinatus  en TAMAULIPAS"
"TAMAULIPAS","Crassostrea spp","OSTION SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA OSTION Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Crassostrea spp en TAMAULIPAS"
"TAMAULIPAS","Crassostrea spp","OSTION SE MATAMOROS OSTION Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Crassostrea spp en TAMAULIPAS"
"TAMAULIPAS","Cynocsion sp","CORVINA SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA CORVINA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Cynocsion sp en TAMAULIPAS"
"TAMAULIPAS","Cynoscion arenarius","TRUCHA BLANCA SAN FERNANDO; TAMPICO; SOTO LA MARINA TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Cynoscion arenarius en TAMAULIPAS"
"TAMAULIPAS","Cynoscion nebulosus","TRUCHA PINTA SAN FERNANDO; TAMPICO; SOTO LA MARINA TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Cynoscion nebulosus en TAMAULIPAS"
"TAMAULIPAS","Cynoscion phoxocephalus","CABALLO TAMPICO JUREL Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Cynoscion phoxocephalus en TAMAULIPAS"
"TAMAULIPAS","Cynoscion spp","TRUCHA SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Cynoscion spp en TAMAULIPAS"
"TAMAULIPAS","Cyprinus carpio","CARPA COMUN CIUDAD VICTORIA; NUEVA CIUDAD GUERRERO CARPA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Cyprinus carpio en TAMAULIPAS"
"TAMAULIPAS","Cyprinus spp","CARPA SE CIUDAD VICTORIA; NUEVA CIUDAD GUERRERO; TAMPICO; SOTO LA MARINA; CIUDAD MANTE CARPA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Cyprinus spp en TAMAULIPAS"
"TAMAULIPAS","Dasyatis dipterura","MANTARRAYA MATAMOROS; SAN FERNANDO; TAMPICO RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Dasyatis dipterura en TAMAULIPAS"
"TAMAULIPAS","Dasyatis sabina","RAYA ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Dasyatis sabina en TAMAULIPAS"
"TAMAULIPAS","Eleotris pisonis","GUABINA TAMPICO; SOTO LA MARINA; CIUDAD MANTE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Eleotris pisonis en TAMAULIPAS"
"TAMAULIPAS","Elops saurus","MACHETE SAN FERNANDO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Elops saurus en TAMAULIPAS"
"TAMAULIPAS","Epinephelus acanthistius","BAQUETA SAN FERNANDO BAQUETA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Epinephelus acanthistius en TAMAULIPAS"
"TAMAULIPAS","Epinephelus drummondhayi","ABADEJO ALDAMA; SAN FERNANDO; TAMPICO; SOTO LA MARINA MERO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Epinephelus drummondhayi en TAMAULIPAS"
"TAMAULIPAS","Epinephelus flavolimbatus","EXTRAVIADO ALDAMA; TAMPICO; SOTO LA MARINA MERO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Epinephelus flavolimbatus en TAMAULIPAS"
"TAMAULIPAS","Epinephelus spp","MERO SE TAMPICO MERO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Epinephelus spp en TAMAULIPAS"
"TAMAULIPAS","Eugerres plumieri","MOJARRA RAYADA SOTO LA MARINA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Eugerres plumieri en TAMAULIPAS"
"TAMAULIPAS","Euthynnus alletteratus","BONITO MATAMOROS; TAMPICO; SOTO LA MARINA BONITO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Euthynnus alletteratus en TAMAULIPAS"
"TAMAULIPAS","FARFANTEPENAEUS BREVIROSTRIS","CAMARON CRISTAL SAN FERNANDO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de FARFANTEPENAEUS BREVIROSTRIS en TAMAULIPAS"
"TAMAULIPAS","Farfantepenaeus duorarum","CAMARON ROSADO TAMPICO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Farfantepenaeus duorarum en TAMAULIPAS"
"TAMAULIPAS","Gymnura micrura","RAYA MARIPOSA SAN FERNANDO RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Gymnura micrura en TAMAULIPAS"
"TAMAULIPAS","Haemulon flaviguttatum","RONCO TAMPICO RONCO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Haemulon flaviguttatum en TAMAULIPAS"
"TAMAULIPAS","Haemulon plumieri","BOQUILLA ALDAMA; TAMPICO; SOTO LA MARINA RUBIO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Haemulon plumieri en TAMAULIPAS"
"TAMAULIPAS","HOLACANTHUS CILIARIS","CHABELITA SAN FERNANDO; SOTO LA MARINA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de HOLACANTHUS CILIARIS en TAMAULIPAS"
"TAMAULIPAS","Hypophthalmichthys molitrix","CARPA PLATEADA CIUDAD VICTORIA; TAMPICO; CIUDAD MANTE CARPA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Hypophthalmichthys molitrix en TAMAULIPAS"
"TAMAULIPAS","Ictalurus furcatus","BAGRE AZUL MATAMOROS BAGRE Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Ictalurus furcatus en TAMAULIPAS"
"TAMAULIPAS","Ictalurus punctatus","BAGRE DE CANAL CIUDAD VICTORIA BAGRE Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Ictalurus punctatus en TAMAULIPAS"
"TAMAULIPAS","Ictalurus spp","BAGRE SE ALDAMA; CIUDAD VICTORIA; MATAMOROS; NUEVA CIUDAD GUERRERO; SAN FERNANDO; TAMPICO; SOTO LA MARINA; CIUDAD MANTE BAGRE Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Ictalurus spp en TAMAULIPAS"
"TAMAULIPAS","Ictalurus spp","BAGRE SE ALDAMA; CIUDAD VICTORIA; CIUDAD MANTE BAGRE Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Ictalurus spp en TAMAULIPAS"
"TAMAULIPAS","JOTURUS PICHARDI","BOBO TAMPICO LISA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de JOTURUS PICHARDI en TAMAULIPAS"
"TAMAULIPAS","Leiostomus xanthurus","CROCA MATAMOROS; SAN FERNANDO; SOTO LA MARINA RONCO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Leiostomus xanthurus en TAMAULIPAS"
"TAMAULIPAS","Lepisosteus osseus/Atractosteus spatula","CATAN SE TAMPICO; SOTO LA MARINA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Lepisosteus osseus/Atractosteus spatula en TAMAULIPAS"
"TAMAULIPAS","Lepisosteus osseus/Atractosteus spatula","CATAN SE CIUDAD VICTORIA; MATAMOROS; NUEVA CIUDAD GUERRERO; SAN FERNANDO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Lepisosteus osseus/Atractosteus spatula en TAMAULIPAS"
"TAMAULIPAS","Lile stolifera","DORADO MATAMOROS OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Lile stolifera en TAMAULIPAS"
"TAMAULIPAS","Litopenaeus vannamei","CAMARON BLANCO ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA CAMARON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Litopenaeus vannamei en TAMAULIPAS"
"TAMAULIPAS","Litopenaeus vannamei","CAMARON BLANCO ALDAMA; MATAMOROS; TAMPICO; SOTO LA MARINA CAMARON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Litopenaeus vannamei en TAMAULIPAS"
"TAMAULIPAS","Lobotes surinamensis","CHOPA MATAMOROS; SAN FERNANDO; SOTO LA MARINA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Lobotes surinamensis en TAMAULIPAS"
"TAMAULIPAS","Lutjanus argentiventris","PARGO AMARILLO SAN FERNANDO PARGO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Lutjanus argentiventris en TAMAULIPAS"
"TAMAULIPAS","Lutjanus cyanopterus","CUBERA ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Lutjanus cyanopterus en TAMAULIPAS"
"TAMAULIPAS","Lutjanus griseus","PARGO MULATO SAN FERNANDO; SOTO LA MARINA PARGO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Lutjanus griseus en TAMAULIPAS"
"TAMAULIPAS","Lutjanus purpureus","PARGO ROJO SAN FERNANDO PARGO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Lutjanus purpureus en TAMAULIPAS"
"TAMAULIPAS","LUTJANUS SP","GUACHINANGO SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA GUACHINANGO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de LUTJANUS SP en TAMAULIPAS"
"TAMAULIPAS","Lutjanus synagris","VILLA JAIBA ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA RUBIA Y VILLAJAIBA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Lutjanus synagris en TAMAULIPAS"
"TAMAULIPAS","LUTJANUS SPP","PARGO SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA PARGO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de LUTJANUS SPP en TAMAULIPAS"
"TAMAULIPAS","Macrobrachium carcinus","LANGOSTINO; ACAMAYA ALDAMA; SAN FERNANDO; TAMPICO; CIUDAD MANTE LANGOSTINO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Macrobrachium carcinus en TAMAULIPAS"
"TAMAULIPAS","Micropogonias undulatus","TAMBOR SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Micropogonias undulatus en TAMAULIPAS"
"TAMAULIPAS","Micropterus salmoides","LOBINA NEGRA SOTO LA MARINA LOBINA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Micropterus salmoides en TAMAULIPAS"
"TAMAULIPAS","Micropterus salmoides","LOBINA NEGRA NUEVA CIUDAD GUERRERO LOBINA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Micropterus salmoides en TAMAULIPAS"
"TAMAULIPAS","Mugil curema","LEBRANCHA; LISETA ALDAMA; TAMPICO; SOTO LA MARINA LEBRANCHA; LISA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Mugil curema en TAMAULIPAS"
"TAMAULIPAS","MUGIL SP","LISA SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA LISA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de MUGIL SP en TAMAULIPAS"
"TAMAULIPAS","Mustelus californicus","TRIPA SAN FERNANDO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Mustelus californicus en TAMAULIPAS"
"TAMAULIPAS","Mustelus spp","CAZON ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA CAZON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Mustelus spp en TAMAULIPAS"
"TAMAULIPAS","Mycteroperca bonaci","NEGRILLO ALDAMA; SAN FERNANDO; TAMPICO; SOTO LA MARINA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Mycteroperca bonaci en TAMAULIPAS"
"TAMAULIPAS","N/D","OTRAS ESPECIES; FLANDER; TIBURON SE; ALMEJA SE; RATINA; ABOGADO; TIBURON LIMON; PICUDA SE; CALAMAR SE; FAUNA DE ACOMPAÑAMIENTO ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA; CIUDAD MANTE OTRAS; LENGUADO; TIBURON; ALMEJA; CALAMAR; FAUNA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de N/D en TAMAULIPAS"
"TAMAULIPAS","Ocyurus chrysurus","RUBIO; CANANE SAN FERNANDO; TAMPICO RUBIO; RUBIA Y VILLAJAIBA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Ocyurus chrysurus en TAMAULIPAS"
"TAMAULIPAS","Ophichthus rex","LAIRON SAN FERNANDO; TAMPICO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Ophichthus rex en TAMAULIPAS"
"TAMAULIPAS","Oreochromis spp.","TILAPIA SE ALDAMA; CIUDAD VICTORIA; NUEVA CIUDAD GUERRERO; TAMPICO; SOTO LA MARINA; CIUDAD MANTE MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Oreochromis spp. en TAMAULIPAS"
"TAMAULIPAS","OREOCHROMIS SPP","MOJARRA SE ALDAMA; TAMPICO; SOTO LA MARINA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de OREOCHROMIS SPP en TAMAULIPAS"
"TAMAULIPAS","OREOCHROMIS SPP","MOJARRA SE MATAMOROS; TAMPICO; SOTO LA MARINA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de OREOCHROMIS SPP en TAMAULIPAS"
"TAMAULIPAS","PANULIRUS SP","LANGOSTA SE CIUDAD VICTORIA LANGOSTA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de PANULIRUS SP en TAMAULIPAS"
"TAMAULIPAS","PANULIRUS SP","LANGOSTA SE SOTO LA MARINA LANGOSTA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de PANULIRUS SP en TAMAULIPAS"
"TAMAULIPAS","Paralichthyidae spp/Pleuronectidae spp","LENGUADO SE ALDAMA; MATAMOROS; TAMPICO LENGUADO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Paralichthyidae spp/Pleuronectidae spp en TAMAULIPAS"
"TAMAULIPAS","Parastichopus parvimensis","PEPINO DE MAR ALDAMA PEPINO DE MAR Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Parastichopus parvimensis en TAMAULIPAS"
"TAMAULIPAS","Penaeus sp","CAMARON CAFE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA CAMARON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Penaeus sp en TAMAULIPAS"
"TAMAULIPAS","Penaeus spp","CAMARON SE ALDAMA; MATAMOROS; SAN FERNANDO; SOTO LA MARINA CAMARON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Penaeus spp en TAMAULIPAS"
"TAMAULIPAS","Penaeus spp","CAMARON SE ALDAMA CAMARON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Penaeus spp en TAMAULIPAS"
"TAMAULIPAS","pescara Stereolepis gigas","PESCADA CIUDAD VICTORIA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de pescara Stereolepis gigas en TAMAULIPAS"
"TAMAULIPAS","POGONIAS CROMIS","TONTON ALDAMA; SAN FERNANDO; TAMPICO RONCO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de POGONIAS CROMIS en TAMAULIPAS"
"TAMAULIPAS","Polydactylus octonemus","RATON SAN FERNANDO; TAMPICO; SOTO LA MARINA RONCO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Polydactylus octonemus en TAMAULIPAS"
"TAMAULIPAS","POLYPRION SP.","CHERNA SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA MERO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de POLYPRION SP. en TAMAULIPAS"
"TAMAULIPAS","Prionace glauca","TIBURON AZUL SOTO LA MARINA TIBURON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Prionace glauca en TAMAULIPAS"
"TAMAULIPAS","Rachycentrum canadum","BACALAO ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Rachycentrum canadum en TAMAULIPAS"
"TAMAULIPAS","Rhizoprionodon terraenovae","CAZON DE LEY TAMPICO CAZON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Rhizoprionodon terraenovae en TAMAULIPAS"
"TAMAULIPAS","Rhomboplites aurorubens/Aplodinotus grunniens","BESUGO ALDAMA; MATAMOROS; NUEVA CIUDAD GUERRERO; SAN FERNANDO; TAMPICO; SOTO LA MARINA BESUGO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Rhomboplites aurorubens/Aplodinotus grunniens en TAMAULIPAS"
"TAMAULIPAS","Sargassum spp","SARGAZO SE SAN FERNANDO SARGAZO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Sargassum spp en TAMAULIPAS"
"TAMAULIPAS","Scomber japonicus","MACARELA TAMPICO MACARELA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Scomber japonicus en TAMAULIPAS"
"TAMAULIPAS","Scomberomorus cavalla","PETO ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA PETO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Scomberomorus cavalla en TAMAULIPAS"
"TAMAULIPAS","Scomberomorus maculatus","SIERRA ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA SIERRA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Scomberomorus maculatus en TAMAULIPAS"
"TAMAULIPAS","Seriola dumeri","MEDREGAL ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA ESMEDREGAL Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Seriola dumeri en TAMAULIPAS"
"TAMAULIPAS","SICYONIA PENICILLATA","CAMARON PIEDRA TAMPICO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de SICYONIA PENICILLATA en TAMAULIPAS"
"TAMAULIPAS","Sphoeroides annulatus","BARBON MATAMOROS OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Sphoeroides annulatus en TAMAULIPAS"
"TAMAULIPAS","Sphyraena spp","BARRACUDA SAN FERNANDO; TAMPICO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Sphyraena spp en TAMAULIPAS"
"TAMAULIPAS","Sphyrna lewini","CORNUDA MATAMOROS; TAMPICO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Sphyrna lewini en TAMAULIPAS"
"TAMAULIPAS","SPONDYLIOSOMA CANTHARUS","CHOPA SE ALDAMA; SAN FERNANDO; TAMPICO; SOTO LA MARINA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de SPONDYLIOSOMA CANTHARUS en TAMAULIPAS"
"TAMAULIPAS","Squatina californica","ANGELITO TAMPICO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Squatina californica en TAMAULIPAS"
"TAMAULIPAS","Thunnus spp","ATUN SE MATAMOROS ATUN Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Thunnus spp en TAMAULIPAS"
"TAMAULIPAS","Trachinotus falcatus","PALOMETA ALDAMA; SAN FERNANDO PAMPANO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Trachinotus falcatus en TAMAULIPAS"
"TAMAULIPAS","TRACHINOTUS SPP","PAMPANO SE ALDAMA; MATAMOROS; SAN FERNANDO; TAMPICO; SOTO LA MARINA PAMPANO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de TRACHINOTUS SPP en TAMAULIPAS"
"TAMAULIPAS","Trichiurus lepturus","SABLE SAN FERNANDO; SOTO LA MARINA CINTILLA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Trichiurus lepturus en TAMAULIPAS"
"TAMAULIPAS","XIPHOPENAEUS KROYERI","CAMARON SIETE BARBAS TAMPICO CAMARON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de XIPHOPENAEUS KROYERI en TAMAULIPAS"
"TLAXCALA","Chirostoma spp","CHARAL SE TLAXCALA CHARAL Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Chirostoma spp en TLAXCALA"
"TLAXCALA","Clenopharyngodon idella","CARPA HERBIVORA TLAXCALA CARPA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Clenopharyngodon idella en TLAXCALA"
"TLAXCALA","Cyprinus carpio rubrofuscus","CARPA BARRIGONA TLAXCALA CARPA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Cyprinus carpio rubrofuscus en TLAXCALA"
"TLAXCALA","Cyprinus carpio specularis","CARPA ESPEJO TLAXCALA CARPA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Cyprinus carpio specularis en TLAXCALA"
"TLAXCALA","Cyprinus spp","CARPA SE TLAXCALA CARPA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Cyprinus spp en TLAXCALA"
"TLAXCALA","Ictalurus spp","BAGRE SE TLAXCALA BAGRE Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Ictalurus spp en TLAXCALA"
"TLAXCALA","N/D","PECES DE ORNATO TLAXCALA PECES DE ORNATO Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de N/D en TLAXCALA"
"TLAXCALA","ONCORHYNCHUS MYKISS","TRUCHA ARCO-IRIS TLAXCALA TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de ONCORHYNCHUS MYKISS en TLAXCALA"
"TLAXCALA","Oreochromis spp.","TILAPIA SE TLAXCALA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CULTIVO de Oreochromis spp. en TLAXCALA"
"VERACRUZ","Aetobatus narinari","CHUCHO NAUTLA; VERACRUZ RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Aetobatus narinari en VERACRUZ"
"VERACRUZ","Albula vulpes","MACABI ALVARADO; COATZACOALCOS; VERACRUZ; VILLA CUAUHTEMOC OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Albula vulpes en VERACRUZ"
"VERACRUZ","ALBULA VULPES","PEZ SEÑORITA VERACRUZ OTRAS Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de ALBULA VULPES en VERACRUZ"
"VERACRUZ","Alopias vulpinus","ZORRO ALVARADO; COATZACOALCOS; TUXPAN TIBURON Estadistica oficial; Pesca; Produccion; Captura","T3","Valor de CAPTURA de Alopias vulpinus en VERACRUZ"
