"ENTIDAD","NOMBRE_CIENTIFICO","K1","TItulo","Short_Title"
"NAYARIT","Lutjanus griseus","PARGO MULATO PEÑITA DE JALTEMBA; SANTIAGO IXCUINTLA PARGO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Lutjanus griseus en NAYARIT"
"NAYARIT","Lutjanus guttatus","FLAMENCO PEÑITA DE JALTEMBA; SAN BLAS; CRUZ DE HUANACAXTLE GUACHINANGO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Lutjanus guttatus en NAYARIT"
"NAYARIT","Lutjanus jordani","COLMILLON CRUZ DE HUANACAXTLE PARGO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Lutjanus jordani en NAYARIT"
"NAYARIT","Lutjanus purpureus","PARGO ROJO SAN BLAS; TUXPAN; CRUZ DE HUANACAXTLE PARGO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Lutjanus purpureus en NAYARIT"
"NAYARIT","LUTJANUS SP","GUACHINANGO SE PEÑITA DE JALTEMBA; SAN BLAS; TECUALA; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE GUACHINANGO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de LUTJANUS SP en NAYARIT"
"NAYARIT","LUTJANUS SPP","PARGO SE PEÑITA DE JALTEMBA; SAN BLAS; TECUALA; TUXPAN; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE PARGO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de LUTJANUS SPP en NAYARIT"
"NAYARIT","Macrobrachium carcinus","LANGOSTINO CRUZ DE HUANACAXTLE LANGOSTINO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Macrobrachium carcinus en NAYARIT"
"NAYARIT","Macrobrachium michoacanus","CHANO SAN BLAS BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Macrobrachium michoacanus en NAYARIT"
"NAYARIT","Macrobrachium TENELLUM","MOYA SANTIAGO IXCUINTLA LANGOSTINO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Macrobrachium TENELLUM en NAYARIT"
"NAYARIT","Megalops atlanticus","SABALO SAN BLAS; TECUALA; TUXPAN; SANTIAGO IXCUINTLA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Megalops atlanticus en NAYARIT"
"NAYARIT","MENTICIRRHUS NASUS","BERRUGATA SE PEÑITA DE JALTEMBA; SAN BLAS; TECUALA; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de MENTICIRRHUS NASUS en NAYARIT"
"NAYARIT","Menticirrhus panamensis","BOCADULCE SAN BLAS BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Menticirrhus panamensis en NAYARIT"
"NAYARIT","Microlepidotus brevipinnis","SARANGOLA PEÑITA DE JALTEMBA; SAN BLAS; CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Microlepidotus brevipinnis en NAYARIT"
"NAYARIT","Micropterus salmoides","LOBINA NEGRA TEPIC LOBINA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Micropterus salmoides en NAYARIT"
"NAYARIT","Mugil curema","AGUJON; LISETA PEÑITA DE JALTEMBA; SAN BLAS; TECUALA; TUXPAN; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE OTRAS; LISA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Mugil curema en NAYARIT"
"NAYARIT","Mugil hospes","MONA PEÑITA DE JALTEMBA; CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Mugil hospes en NAYARIT"
"NAYARIT","MUGIL SP","LISA SE SAN BLAS; TECUALA; TUXPAN; SANTIAGO IXCUINTLA LISA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de MUGIL SP en NAYARIT"
"NAYARIT","Mustelus spp","CAZON SAN BLAS; TECUALA; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE CAZON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Mustelus spp en NAYARIT"
"NAYARIT","Mycteroperca interstitialis","GALLINA CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Mycteroperca interstitialis en NAYARIT"
"NAYARIT","N/D","RASPOSA; PICUDA SE; LISTON; GRILLO; TIBURON COYOTE; TIBURON SE; TIBURON TUNERO; CALAMAR SE; CHIHUA; ALMEJA SE; OTRAS ESPECIES; GUACHITO; POPOCHA; CHEPE; BURRIQUETE; TIBURON MAYO; TIBURON TIGRE; SANDIA PEÑITA DE JALTEMBA; SAN BLAS; TECUALA; TEPIC; TUXPAN; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE OTRAS; CINTILLA; TIBURON; CALAMAR; ALMEJA; OTRAS SIN REGISTRO OFICIAL; GUACHINANGO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de N/D en NAYARIT"
"NAYARIT","NEMATISTIUS PECTORALIS","PEZ GALLO SAN BLAS OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de NEMATISTIUS PECTORALIS en NAYARIT"
"NAYARIT","OCTOPUS SP","PULPO SE PEÑITA DE JALTEMBA; CRUZ DE HUANACAXTLE PULPO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de OCTOPUS SP en NAYARIT"
"NAYARIT","Oligoplites spp","PIÑA SAN BLAS SARDINA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Oligoplites spp en NAYARIT"
"NAYARIT","Oreochromis spp.","TILAPIA SE TUXPAN; SANTIAGO IXCUINTLA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Oreochromis spp. en NAYARIT"
"NAYARIT","Oreochromis spp.","TILAPIA SE PEÑITA DE JALTEMBA; SAN BLAS; TECUALA; TEPIC; TUXPAN; SANTIAGO IXCUINTLA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Oreochromis spp. en NAYARIT"
"NAYARIT","OREOCHROMIS SPP","MOJARRA SE PEÑITA DE JALTEMBA; SAN BLAS; TECUALA; TUXPAN; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de OREOCHROMIS SPP en NAYARIT"
"NAYARIT","PANULIRUS SP","LANGOSTA SE PEÑITA DE JALTEMBA; SAN BLAS; CRUZ DE HUANACAXTLE LANGOSTA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PANULIRUS SP en NAYARIT"
"NAYARIT","Paralabrax nebulifer","VERDILLO CRUZ DE HUANACAXTLE CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Paralabrax nebulifer en NAYARIT"
"NAYARIT","Paralichthyidae spp/Pleuronectidae spp","LENGUADO SE SAN BLAS; TECUALA; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE LENGUADO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Paralichthyidae spp/Pleuronectidae spp en NAYARIT"
"NAYARIT","Penaeus sp","CAMARON CAFE SAN BLAS; TECUALA; TUXPAN CAMARON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Penaeus sp en NAYARIT"
"NAYARIT","Penaeus spp","CAMARON SE PEÑITA DE JALTEMBA; TECUALA; CRUZ DE HUANACAXTLE CAMARON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Penaeus spp en NAYARIT"
"NAYARIT","PLATYRHINOIDES TRISERIATUS","RAYA DIABLO SAN BLAS; TECUALA RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PLATYRHINOIDES TRISERIATUS en NAYARIT"
"NAYARIT","Polydactylus octonemus","RATON PEÑITA DE JALTEMBA; SAN BLAS RONCO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Polydactylus octonemus en NAYARIT"
"NAYARIT","Prionace glauca","TIBURON AZUL SAN BLAS; CRUZ DE HUANACAXTLE TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Prionace glauca en NAYARIT"
"NAYARIT","PRIONACE GLAUCA","BIRONCHE SANTIAGO IXCUINTLA TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PRIONACE GLAUCA en NAYARIT"
"NAYARIT","Rachycentrum canadum","BACALAO PEÑITA DE JALTEMBA; CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Rachycentrum canadum en NAYARIT"
"NAYARIT","Rhinobatos productus","PEZ GUITARRA TECUALA RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Rhinobatos productus en NAYARIT"
"NAYARIT","Sarda orientalis/Xenichthys xanti","CHULA CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sarda orientalis/Xenichthys xanti en NAYARIT"
"NAYARIT","SCARUS PERRICO","PERICO CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de SCARUS PERRICO en NAYARIT"
"NAYARIT","Scomberomorus maculatus","SIERRA PEÑITA DE JALTEMBA; SAN BLAS; TECUALA; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE SIERRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Scomberomorus maculatus en NAYARIT"
"NAYARIT","Sebastes atrovirens","MARANGUANA CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sebastes atrovirens en NAYARIT"
"NAYARIT","Selar crumenophtalmus","OJOTON CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Selar crumenophtalmus en NAYARIT"
"NAYARIT","Seriola dumeri","MEDREGAL SAN BLAS; CRUZ DE HUANACAXTLE ESMEDREGAL Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Seriola dumeri en NAYARIT"
"NAYARIT","Sphoeroides spp","BOTETE SE SAN BLAS; TECUALA; SANTIAGO IXCUINTLA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sphoeroides spp en NAYARIT"
"NAYARIT","SPHYRAENA BARRACUDA","BUZO PEÑITA DE JALTEMBA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de SPHYRAENA BARRACUDA en NAYARIT"
"NAYARIT","Sphyrna lewini","CORNUDA SAN BLAS; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sphyrna lewini en NAYARIT"
"NAYARIT","Sphyrna tiburo","TIBURON MARTILLO SAN BLAS; TECUALA; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sphyrna tiburo en NAYARIT"
"NAYARIT","Squatina californica","ANGELITO; TIBURON ANGELITO TECUALA; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Squatina californica en NAYARIT"
"NAYARIT","Synodus foetens","CHILE PEÑITA DE JALTEMBA; SAN BLAS; CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Synodus foetens en NAYARIT"
"NAYARIT","Thunnus albacares","ATUN ALETA AMARILLA SAN BLAS; CRUZ DE HUANACAXTLE ATUN Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Thunnus albacares en NAYARIT"
"NAYARIT","Thunnus spp","ATUN SE CRUZ DE HUANACAXTLE ATUN Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Thunnus spp en NAYARIT"
"NAYARIT","Trachinotus falcatus","PALOMETA PEÑITA DE JALTEMBA; SAN BLAS; TECUALA; TUXPAN; CRUZ DE HUANACAXTLE PAMPANO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Trachinotus falcatus en NAYARIT"
"NAYARIT","TRACHINOTUS SPP","PAMPANO SE PEÑITA DE JALTEMBA; SAN BLAS; TUXPAN; SANTIAGO IXCUINTLA; CRUZ DE HUANACAXTLE PAMPANO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de TRACHINOTUS SPP en NAYARIT"
"NAYARIT","TRACHYPENAEUS PACIFICUS","CAMARON BOTALON SAN BLAS CAMARON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de TRACHYPENAEUS PACIFICUS en NAYARIT"
"NAYARIT","UMBRINA CANOSAI","PARGO BLANCO SAN BLAS PARGO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de UMBRINA CANOSAI en NAYARIT"
"NAYARIT","Upeneus parvus","CHIVO CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Upeneus parvus en NAYARIT"
"NAYARIT","Xiphias gladius","PEZ ESPADA CRUZ DE HUANACAXTLE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Xiphias gladius en NAYARIT"
"NUEVO LEON","Cyprinus spp","CARPA SE MONTERREY CARPA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Cyprinus spp en NUEVO LEON"
"NUEVO LEON","Ictalurus punctatus","BAGRE DE CANAL MONTERREY BAGRE Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Ictalurus punctatus en NUEVO LEON"
"NUEVO LEON","Ictalurus spp","BAGRE SE MONTERREY BAGRE Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Ictalurus spp en NUEVO LEON"
"NUEVO LEON","Micropterus salmoides","LOBINA NEGRA MONTERREY LOBINA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Micropterus salmoides en NUEVO LEON"
"NUEVO LEON","Micropterus salmoides","LOBINA NEGRA MONTERREY LOBINA Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Micropterus salmoides en NUEVO LEON"
"NUEVO LEON","Oreochromis spp.","TILAPIA SE MONTERREY MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Oreochromis spp. en NUEVO LEON"
"NUEVO LEON","Oreochromis spp.","TILAPIA SE MONTERREY MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Oreochromis spp. en NUEVO LEON"
"NUEVO LEON","Rhomboplites aurorubens/Aplodinotus grunniens","BESUGO MONTERREY BESUGO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Rhomboplites aurorubens/Aplodinotus grunniens en NUEVO LEON"
"OAXACA","AETOBATUS NARINARI","RAYA PINTA SALINA CRUZ RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de AETOBATUS NARINARI en OAXACA"
"OAXACA","Albula nemoptera","QUIJO SALINA CRUZ OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Albula nemoptera en OAXACA"
"OAXACA","Albula vulpes","MACABI JUCHITAN; SALINA CRUZ OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Albula vulpes en OAXACA"
"OAXACA","Alopias vulpinus","ZORRO PUERTO ANGEL; PUERTO ESCONDIDO TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Alopias vulpinus en OAXACA"
"OAXACA","Aluterus scriptus","COCHINITO SALINA CRUZ OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Aluterus scriptus en OAXACA"
"OAXACA","Anisotremus interruptus","BACOCO PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Anisotremus interruptus en OAXACA"
"OAXACA","Ariopsis seemani","CUATETE PUERTO ANGEL; PUERTO ESCONDIDO; PINOTEPA NACIONAL BANDERA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Ariopsis seemani en OAXACA"
"OAXACA","Bagre marinus","BANDERILLA PUERTO ANGEL BANDERA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Bagre marinus en OAXACA"
"OAXACA","Bagre pinnimaculatus","CHIHUIL SALINA CRUZ BANDERA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Bagre pinnimaculatus en OAXACA"
"OAXACA","Balistes polylepis","COCHI SALINA CRUZ OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Balistes polylepis en OAXACA"
"OAXACA","BETTA SPLENDENS","BETA  PUERTO ESCONDIDO PECES DE ORNATO Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de BETTA SPLENDENS en OAXACA"
"OAXACA","Callinectes spp.","JAIBA JUCHITAN; PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL JAIBA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Callinectes spp. en OAXACA"
"OAXACA","Caranx caballus","COCINERO JUCHITAN; PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL JUREL Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Caranx caballus en OAXACA"
"OAXACA","Caranx spp","JUREL SE; PEJEFUERTE JUCHITAN; PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL JUREL Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Caranx spp en OAXACA"
"OAXACA","CARCHARHINUS ACRONOTUS","TIBURON AMARILLO PUERTO ANGEL TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de CARCHARHINUS ACRONOTUS en OAXACA"
"OAXACA","Carcharhinus falciformis","TIBURON SEDOSO; TIBURON ALETA CARTON PUERTO ANGEL; PUERTO ESCONDIDO; PINOTEPA NACIONAL TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Carcharhinus falciformis en OAXACA"
"OAXACA","Carcharhinus leucas","TIBURON PRIETO PUERTO ANGEL; PUERTO ESCONDIDO; PINOTEPA NACIONAL TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Carcharhinus leucas en OAXACA"
"OAXACA","Carcharhinus limbatus","TIBURON VOLADOR; PUNTINEGRO JUCHITAN; PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Carcharhinus limbatus en OAXACA"
"OAXACA","Carcharhinus longimanus","TIBURON ALETA BLANCA PUERTO ANGEL TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Carcharhinus longimanus en OAXACA"
"OAXACA","Caulolatilus affinis","SALMON PUERTO ANGEL OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Caulolatilus affinis en OAXACA"
"OAXACA","Caulolatilus hubbsi","BLANQUILLO PUERTO ANGEL; SALINA CRUZ PIERNA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Caulolatilus hubbsi en OAXACA"
"OAXACA","Centropomus spp","ROBALO SE; CHUCUMITE JUCHITAN; PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL ROBALO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Centropomus spp en OAXACA"
"OAXACA","Cephalopholis cruentata","CABRILLA JUCHITAN; SALINA CRUZ CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Cephalopholis cruentata en OAXACA"
"OAXACA","Cephaloscyllium ventriosum","GATA PUERTO ANGEL TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Cephaloscyllium ventriosum en OAXACA"
"OAXACA","Chirostoma estor estor","PESCADO BLANCO PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Chirostoma estor estor en OAXACA"
"OAXACA","Chloroscombrus orqueta","JUREL DE CASTILLA SALINA CRUZ JUREL Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Chloroscombrus orqueta en OAXACA"
"OAXACA","CITULA DORSALIS","PAMPANERA PUERTO ESCONDIDO PAMPANO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de CITULA DORSALIS en OAXACA"
"OAXACA","Crassostrea iridescens","OSTION DE ROCA PUERTO ESCONDIDO; PINOTEPA NACIONAL OSTION Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Crassostrea iridescens en OAXACA"
"OAXACA","Crassostrea spp","OSTION SE PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL OSTION Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Crassostrea spp en OAXACA"
"OAXACA","Cynocsion sp","CORVINA SE JUCHITAN; PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ CORVINA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Cynocsion sp en OAXACA"
"OAXACA","Cynoscion arenarius","CORVINA BLANCA JUCHITAN CORVINA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Cynoscion arenarius en OAXACA"
"OAXACA","Cynoscion spp","TRUCHA SE OAXACA TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Cynoscion spp en OAXACA"
"OAXACA","Dasyatis dipterura","MANTA; MANTARRAYA PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Dasyatis dipterura en OAXACA"
"OAXACA","Dasyatis sabina","RAYA PUERTO ANGEL; SALINA CRUZ; PINOTEPA NACIONAL RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Dasyatis sabina en OAXACA"
"OAXACA","Diapterus auratus","MOJARRA BLANCA JUCHITAN; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Diapterus auratus en OAXACA"
"OAXACA","Epinephelus acanthistius","BAQUETA PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ; PINOTEPA NACIONAL BAQUETA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Epinephelus acanthistius en OAXACA"
"OAXACA","Epinephelus drummondhayi","ABADEJO PUERTO ANGEL; PUERTO ESCONDIDO; SALINA CRUZ MERO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Epinephelus drummondhayi en OAXACA"
"OAXACA","Epinephelus niphobles","PALMILLA SALINA CRUZ OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Epinephelus niphobles en OAXACA"
"OAXACA","Epinephelus spp","MERO SE PUERTO ANGEL; SALINA CRUZ MERO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Epinephelus spp en OAXACA"
"OAXACA","Etrumeus teres","SARDINA SALINA CRUZ SARDINA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Etrumeus teres en OAXACA"
"OAXACA","Euthynnus alletteratus","BONITO SALINA CRUZ BONITO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Euthynnus alletteratus en OAXACA"
"OAXACA","FARFANTEPENAEUS BREVIROSTRIS","CAMARON CRISTAL SALINA CRUZ CAMARON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de FARFANTEPENAEUS BREVIROSTRIS en OAXACA"
"OAXACA","Galeichthys peruvianus","LORO SE PUERTO ANGEL; SALINA CRUZ OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Galeichthys peruvianus en OAXACA"
"OAXACA","Haemulon flaviguttatum","RONCO SALINA CRUZ; PINOTEPA NACIONAL RONCO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Haemulon flaviguttatum en OAXACA"
"OAXACA","HAEMULON FLAVOLINEATUM","BOQUINEGRO SALINA CRUZ OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de HAEMULON FLAVOLINEATUM en OAXACA"
"OAXACA","HAEMULON PARRAI","ARRAYADO PUERTO ESCONDIDO OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de HAEMULON PARRAI en OAXACA"
"OAXACA","HAEMULON SCUDDERI","MOJARRA PRIETA PUERTO ESCONDIDO; PINOTEPA NACIONAL MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de HAEMULON SCUDDERI en OAXACA"
"OAXACA","Haliotis rufescens","ABULON ROJO PUERTO ESCONDIDO ABULON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Haliotis rufescens en OAXACA"
