"","State/Province","Scientific name","County","Inicio","Fin","Titulo","Key"
"1125","Sinaloa","Bollmannia ocellata","Majahual","1984","1984","Especimen preservado de Bollmannia ocellata en Sinaloa","Peces; Ictiologia; Presencia; Majahual"
"1126","Sinaloa","Bollmannia umbrosa","Topolobampo","1985","1985","Especimen preservado de Bollmannia umbrosa en Sinaloa","Peces; Ictiologia; Presencia; Topolobampo"
"1127","Sinaloa","Brotula clarkae","Bahía De Mazatlán","1983","1983","Especimen preservado de Brotula clarkae en Sinaloa","Peces; Ictiologia; Presencia; Bahía De Mazatlán"
"1128","Sinaloa","Carcharhinus limbatus","Canal Al Sur De La Isla Pascale, Estuario De Teacapan","1970","1970","Especimen preservado de Carcharhinus limbatus en Sinaloa","Peces; Ictiologia; Presencia; Canal Al Sur De La Isla Pascale, Estuario De Teacapan"
"1129","Sinaloa","Cherublemma emmelas","Majahual","1982","1982","Especimen preservado de Cherublemma emmelas en Sinaloa","Peces; Ictiologia; Presencia; Majahual"
"1130","Sinaloa","Citharichthys gilberti","Isla de Piedra, junto a la Escollera, Mazatlan Sin.","2012","2012","Especimen preservado de Citharichthys gilberti en Sinaloa","Peces; Ictiologia; Presencia; Isla de Piedra, junto a la Escollera, Mazatlan Sin."
"1131","Sinaloa","Citharichthys gilberti","Playa Frente A Teacapan, Isla Del Mogote","1970","1970","Especimen preservado de Citharichthys gilberti en Sinaloa","Peces; Ictiologia; Presencia; Playa Frente A Teacapan, Isla Del Mogote"
"1132","Sinaloa","Citharichthys gordae","Frente Al Río San Lorenzo","2002","2002","Especimen preservado de Citharichthys gordae en Sinaloa","Peces; Ictiologia; Presencia; Frente Al Río San Lorenzo"
"1133","Sinaloa","Coralliozetus boehlkei","Mazatlán","1983","1983","Especimen preservado de Coralliozetus boehlkei en Sinaloa","Peces; Ictiologia; Presencia; Mazatlán"
"1134","Sinaloa","Cyclopsetta panamensis","Playa Al Oriente De La Isla Del Mogote","1971","1971","Especimen preservado de Cyclopsetta panamensis en Sinaloa","Peces; Ictiologia; Presencia; Playa Al Oriente De La Isla Del Mogote"
"1135","Sinaloa","Cynoscion xanthulus","Playa Frente A Teacapan","1970","1970","Especimen preservado de Cynoscion xanthulus en Sinaloa","Peces; Ictiologia; Presencia; Playa Frente A Teacapan"
"1136","Sinaloa","Diodon holocanthus","Laguna El Huizache","1985","1985","Especimen preservado de Diodon holocanthus en Sinaloa","Peces; Ictiologia; Presencia; Laguna El Huizache"
"1137","Sinaloa","Diplectrum maximum","Frente Al Río Piaxtla","1981","1981","Especimen preservado de Diplectrum maximum en Sinaloa","Peces; Ictiologia; Presencia; Frente Al Río Piaxtla"
"1138","Sinaloa","Diplectrum pacificum","Mazatlán","1989","1989","Especimen preservado de Diplectrum pacificum en Sinaloa","Peces; Ictiologia; Presencia; Mazatlán"
"1139","Sinaloa","Echiophis","Majahual","1983","1983","Especimen preservado de Echiophis en Sinaloa","Peces; Ictiologia; Presencia; Majahual"
"1140","Sinaloa","Eleotris picta","Boca Del Río Mayo","1970","1970","Especimen preservado de Eleotris picta en Sinaloa","Peces; Ictiologia; Presencia; Boca Del Río Mayo"
"1141","Sinaloa","Eleotris picta","Teacapan","1970","1970","Especimen preservado de Eleotris picta en Sinaloa","Peces; Ictiologia; Presencia; Teacapan"
"1142","Sinaloa","Elops affinis","Marisma Del Huizache, Villa Union","1969","1969","Especimen preservado de Elops affinis en Sinaloa","Peces; Ictiologia; Presencia; Marisma Del Huizache, Villa Union"
"1143","Sinaloa","Elops affinis","Punta Sur De La Isla Pascua, Escuinapa","1970","1970","Especimen preservado de Elops affinis en Sinaloa","Peces; Ictiologia; Presencia; Punta Sur De La Isla Pascua, Escuinapa"
"1144","Sinaloa","Enneanectes carminalis","Isla Pájaros, Mazatlán","1983","1983","Especimen preservado de Enneanectes carminalis en Sinaloa","Peces; Ictiologia; Presencia; Isla Pájaros, Mazatlán"
"1145","Sinaloa","Entomacrodus chiostictus","Punta Cerritos, Mazatlán","1983","1983","Especimen preservado de Entomacrodus chiostictus en Sinaloa","Peces; Ictiologia; Presencia; Punta Cerritos, Mazatlán"
"1146","Sinaloa","Epinephelus acanthistius","Oeste Laguna El Huizache, Al Sur De Peninsula La Piedra","2001","2001","Especimen preservado de Epinephelus acanthistius en Sinaloa","Peces; Ictiologia; Presencia; Oeste Laguna El Huizache, Al Sur De Peninsula La Piedra"
"1147","Sinaloa","Epinephelus labriformis","El Conchal, Teacapan","1971","1971","Especimen preservado de Epinephelus labriformis en Sinaloa","Peces; Ictiologia; Presencia; El Conchal, Teacapan"
"1148","Sinaloa","Fodiator rostratus","Bahía De Mazatlán","2004","2004","Especimen preservado de Fodiator rostratus en Sinaloa","Peces; Ictiologia; Presencia; Bahía De Mazatlán"
"1149","Sinaloa","Gymneleotris seminuda","Isla Pájaros, Mazatlán","1983","1983","Especimen preservado de Gymneleotris seminuda en Sinaloa","Peces; Ictiologia; Presencia; Isla Pájaros, Mazatlán"
"1150","Sinaloa","Gymnothorax equatorialis","Bahía De Mazatlán","2008","2008","Especimen preservado de Gymnothorax equatorialis en Sinaloa","Peces; Ictiologia; Presencia; Bahía De Mazatlán"
"1151","Sinaloa","Gymnura marmorata","Oeste Bahía De Topolobampo","1983","1983","Especimen preservado de Gymnura marmorata en Sinaloa","Peces; Ictiologia; Presencia; Oeste Bahía De Topolobampo"
"1152","Sinaloa","Hemanthias signifer","Frente A Barra Santa Maria","1990","1990","Especimen preservado de Hemanthias signifer en Sinaloa","Peces; Ictiologia; Presencia; Frente A Barra Santa Maria"
"1153","Sinaloa","Hemicaranx leucurus","Mazatlan, Sur De Peninsula La Piedra","1985","1985","Especimen preservado de Hemicaranx leucurus en Sinaloa","Peces; Ictiologia; Presencia; Mazatlan, Sur De Peninsula La Piedra"
"1154","Sinaloa","Hemicaranx zelotes","Oeste Laguna El Huizache","1984","1984","Especimen preservado de Hemicaranx zelotes en Sinaloa","Peces; Ictiologia; Presencia; Oeste Laguna El Huizache"
"1155","Sinaloa","Hyporhamphus gilli","Bahía De Mazatlán","2002","2002","Especimen preservado de Hyporhamphus gilli en Sinaloa","Peces; Ictiologia; Presencia; Bahía De Mazatlán"
"1156","Sinaloa","Hypsoblennius brevipinnis","Frente A Teacapán","1981","1981","Especimen preservado de Hypsoblennius brevipinnis en Sinaloa","Peces; Ictiologia; Presencia; Frente A Teacapán"
"1157","Sinaloa","Isopisthus remifer","Enfrente Estero Teacapan","1985","1985","Especimen preservado de Isopisthus remifer en Sinaloa","Peces; Ictiologia; Presencia; Enfrente Estero Teacapan"
"1158","Sinaloa","Larimus acclivis","Frente A Isla Piedra, Mazatlán","2004","2004","Especimen preservado de Larimus acclivis en Sinaloa","Peces; Ictiologia; Presencia; Frente A Isla Piedra, Mazatlán"
"1159","Sinaloa","Lile stolifera","Teacapan","1963","1963","Especimen preservado de Lile stolifera en Sinaloa","Peces; Ictiologia; Presencia; Teacapan"
"1160","Sinaloa","Lophiodes spirulus","Sur Estero Urias, Mazatlán","1983","1983","Especimen preservado de Lophiodes spirulus en Sinaloa","Peces; Ictiologia; Presencia; Sur Estero Urias, Mazatlán"
"1161","Sinaloa","Lutjanus argentiventris","Teacapan","1970","1970","Especimen preservado de Lutjanus argentiventris en Sinaloa","Peces; Ictiologia; Presencia; Teacapan"
"1162","Sinaloa","Menticirrhus undulatus","Isla de Piedra, junto a la Escollera, Mazatlan Sin.","2012","2012","Especimen preservado de Menticirrhus undulatus en Sinaloa","Peces; Ictiologia; Presencia; Isla de Piedra, junto a la Escollera, Mazatlan Sin."
"1163","Sinaloa","Merluccius angustimanus","Frente A La Laguna El Caimanero","2001","2001","Especimen preservado de Merluccius angustimanus en Sinaloa","Peces; Ictiologia; Presencia; Frente A La Laguna El Caimanero"
"1164","Sinaloa","Microspathodon dorsalis","Isla Pájaros, Mazatlán","1983","1983","Especimen preservado de Microspathodon dorsalis en Sinaloa","Peces; Ictiologia; Presencia; Isla Pájaros, Mazatlán"
"1165","Sinaloa","Mustelus californicus","Bahía El Colorado","1964","1964","Especimen preservado de Mustelus californicus en Sinaloa","Peces; Ictiologia; Presencia; Bahía El Colorado"
"1166","Sinaloa","Nematistius pectoralis","Playa De Teacapan, Escuinapa","1970","1970","Especimen preservado de Nematistius pectoralis en Sinaloa","Peces; Ictiologia; Presencia; Playa De Teacapan, Escuinapa"
"1167","Sinaloa","Oligoplites saurus","Estero Urias, Peninsula La Piedra","1985","1985","Especimen preservado de Oligoplites saurus en Sinaloa","Peces; Ictiologia; Presencia; Estero Urias, Peninsula La Piedra"
"1168","Sinaloa","Ophichthus triserialis","Península La Piedra","1989","1989","Especimen preservado de Ophichthus triserialis en Sinaloa","Peces; Ictiologia; Presencia; Península La Piedra"
"1169","Sinaloa","Opisthopterus dovii","Majahual","1983","1983","Especimen preservado de Opisthopterus dovii en Sinaloa","Peces; Ictiologia; Presencia; Majahual"
"1170","Sinaloa","Opistognathus punctatus","Oeste Las Lajitas","1983","1983","Especimen preservado de Opistognathus punctatus en Sinaloa","Peces; Ictiologia; Presencia; Oeste Las Lajitas"
"1171","Sinaloa","Orthopristis cantharinus","Santa María La Reforma, La Angostura","2002","2002","Especimen preservado de Orthopristis cantharinus en Sinaloa","Peces; Ictiologia; Presencia; Santa María La Reforma, La Angostura"
"1172","Sinaloa","Peprilus medius","Playas El Caimanero","1985","1985","Especimen preservado de Peprilus medius en Sinaloa","Peces; Ictiologia; Presencia; Playas El Caimanero"
"1173","Sinaloa","Perissias taeniopterus","Suroeste De Laguna Caimanero","1984","1984","Especimen preservado de Perissias taeniopterus en Sinaloa","Peces; Ictiologia; Presencia; Suroeste De Laguna Caimanero"
"1174","Sinaloa","Physiculus nematopus","Frente A La Bahía De Santa María","1990","1990","Especimen preservado de Physiculus nematopus en Sinaloa","Peces; Ictiologia; Presencia; Frente A La Bahía De Santa María"
"1175","Sinaloa","Pliosteostoma lutipinnis","Playas El Caimanero","1982","1982","Especimen preservado de Pliosteostoma lutipinnis en Sinaloa","Peces; Ictiologia; Presencia; Playas El Caimanero"
"1176","Sinaloa","Pomacanthus zonipectus","Mazatlán","1983","1983","Especimen preservado de Pomacanthus zonipectus en Sinaloa","Peces; Ictiologia; Presencia; Mazatlán"
"1177","Sinaloa","Pomadasys branickii","Isla de Piedra, junto a la Escollera, Mazatlan Sin.","2012","2012","Especimen preservado de Pomadasys branickii en Sinaloa","Peces; Ictiologia; Presencia; Isla de Piedra, junto a la Escollera, Mazatlan Sin."
"1178","Sinaloa","Pomadasys panamensis","Playa Sirena","1984","1984","Especimen preservado de Pomadasys panamensis en Sinaloa","Peces; Ictiologia; Presencia; Playa Sirena"
"1179","Sinaloa","Porichthys analis","Cerca De La Bahía De Mazatlán","1985","1985","Especimen preservado de Porichthys analis en Sinaloa","Peces; Ictiologia; Presencia; Cerca De La Bahía De Mazatlán"
"1180","Sinaloa","Prionotus stephanophrys","Playas El Caimanero","1985","1985","Especimen preservado de Prionotus stephanophrys en Sinaloa","Peces; Ictiologia; Presencia; Playas El Caimanero"
"1181","Sinaloa","Prionurus punctatus","Cerro Del Vigia","1982","1982","Especimen preservado de Prionurus punctatus en Sinaloa","Peces; Ictiologia; Presencia; Cerro Del Vigia"
"1182","Sinaloa","Pristigenys serrula","Frente Al Río Baluarte","1983","1983","Especimen preservado de Pristigenys serrula en Sinaloa","Peces; Ictiologia; Presencia; Frente Al Río Baluarte"
"1183","Sinaloa","Rhinobatos glaucostigma","Boca De Piedras","1985","1985","Especimen preservado de Rhinobatos glaucostigma en Sinaloa","Peces; Ictiologia; Presencia; Boca De Piedras"
"1184","Sinaloa","Rhinobatos leucorhynchus","Frente A Barra Detonalá, Mazatlán","2003","2003","Especimen preservado de Rhinobatos leucorhynchus en Sinaloa","Peces; Ictiologia; Presencia; Frente A Barra Detonalá, Mazatlán"
"1185","Sinaloa","Sargocentron suborbitalis","Punta Cerritos, Mazatlán","1982","1982","Especimen preservado de Sargocentron suborbitalis en Sinaloa","Peces; Ictiologia; Presencia; Punta Cerritos, Mazatlán"
"1186","Sinaloa","Selene brevoortii","Mazatlán","1985","1985","Especimen preservado de Selene brevoortii en Sinaloa","Peces; Ictiologia; Presencia; Mazatlán"
"1187","Sinaloa","Sphyraena barracuda","Laguna El Huizache","1983","1983","Especimen preservado de Sphyraena barracuda en Sinaloa","Peces; Ictiologia; Presencia; Laguna El Huizache"
"1188","Sinaloa","Sphyraena ensis","Majahual","1983","1983","Especimen preservado de Sphyraena ensis en Sinaloa","Peces; Ictiologia; Presencia; Majahual"
"1189","Sinaloa","Sphyrna lewini","Teacapan","1985","1985","Especimen preservado de Sphyrna lewini en Sinaloa","Peces; Ictiologia; Presencia; Teacapan"
"1190","Sinaloa","Sphyrna media","Bahía De Mazatlán","1964","1964","Especimen preservado de Sphyrna media en Sinaloa","Peces; Ictiologia; Presencia; Bahía De Mazatlán"
"1191","Sinaloa","Sphyrna tiburo","Altamira","1962","1962","Especimen preservado de Sphyrna tiburo en Sinaloa","Peces; Ictiologia; Presencia; Altamira"
"1192","Sinaloa","Stegastes flavilatus","Cerro Del Creston Y Punta Camarón, Poza Marea","1995","1995","Especimen preservado de Stegastes flavilatus en Sinaloa","Peces; Ictiologia; Presencia; Cerro Del Creston Y Punta Camarón, Poza Marea"
"1193","Sinaloa","Stegastes flavilatus","Punta Camarón","1982","1982","Especimen preservado de Stegastes flavilatus en Sinaloa","Peces; Ictiologia; Presencia; Punta Camarón"
"1194","Sinaloa","Stellifer illecebrosus","Majahual","1983","1983","Especimen preservado de Stellifer illecebrosus en Sinaloa","Peces; Ictiologia; Presencia; Majahual"
"1195","Sinaloa","Stellifer walkeri","Santa Maria La Reforma, Boca Norte","2003","2003","Especimen preservado de Stellifer walkeri en Sinaloa","Peces; Ictiologia; Presencia; Santa Maria La Reforma, Boca Norte"
"1196","Sinaloa","Sufflamen verres","Isla Altamura","1985","1985","Especimen preservado de Sufflamen verres en Sinaloa","Peces; Ictiologia; Presencia; Isla Altamura"
"1197","Sinaloa","Symphurus callopterus","Mazatlán","1981","1981","Especimen preservado de Symphurus callopterus en Sinaloa","Peces; Ictiologia; Presencia; Mazatlán"
"1198","Sinaloa","Symphurus chabanaudi","Mazatlán","1989","1989","Especimen preservado de Symphurus chabanaudi en Sinaloa","Peces; Ictiologia; Presencia; Mazatlán"
"1199","Sinaloa","Symphurus melasmatotheca","La Reforma","2005","2005","Especimen preservado de Symphurus melasmatotheca en Sinaloa","Peces; Ictiologia; Presencia; La Reforma"
"1200","Sinaloa","Tomicodon boehlkei","Mazatlán","1983","1983","Especimen preservado de Tomicodon boehlkei en Sinaloa","Peces; Ictiologia; Presencia; Mazatlán"
"1201","Sinaloa","Tomicodon eos","Mazatlán","1982","1982","Especimen preservado de Tomicodon eos en Sinaloa","Peces; Ictiologia; Presencia; Mazatlán"
"1202","Sinaloa","Trichiurus nitens","Majahual","1985","1985","Especimen preservado de Trichiurus nitens en Sinaloa","Peces; Ictiologia; Presencia; Majahual"
"1203","Sinaloa","Trinectes fonsecensis","Laguna El Huizache","1985","1985","Especimen preservado de Trinectes fonsecensis en Sinaloa","Peces; Ictiologia; Presencia; Laguna El Huizache"
"1204","Sonora","Argentina sialis","Cabo Tepoca, Golfo De California","1985","1985","Especimen preservado de Argentina sialis en Sonora","Peces; Ictiologia; Presencia; Cabo Tepoca, Golfo De California"
"1205","Sonora","Balistes polylepis","San Carlos","2007","2007","Especimen preservado de Balistes polylepis en Sonora","Peces; Ictiologia; Presencia; San Carlos"
"1206","Sonora","Cheilotrema saturnum","Norte De Rocas Consagradas, Golfo De California","1985","1985","Especimen preservado de Cheilotrema saturnum en Sonora","Peces; Ictiologia; Presencia; Norte De Rocas Consagradas, Golfo De California"
"1207","Sonora","Cirrhitus rivulatus","Punta Chile","1982","1982","Especimen preservado de Cirrhitus rivulatus en Sonora","Peces; Ictiologia; Presencia; Punta Chile"
"1208","Sonora","Citharichthys fragilis","Roca Cosagrada, Golfo De California","1985","1985","Especimen preservado de Citharichthys fragilis en Sonora","Peces; Ictiologia; Presencia; Roca Cosagrada, Golfo De California"
"1209","Sonora","Diplectrum sciurus","Cabo Tepoca","1985","1985","Especimen preservado de Diplectrum sciurus en Sonora","Peces; Ictiologia; Presencia; Cabo Tepoca"
"1210","Sonora","Enneanectes carminalis","Punta Chile","1983","1983","Especimen preservado de Enneanectes carminalis en Sonora","Peces; Ictiologia; Presencia; Punta Chile"
"1211","Sonora","Gymnura marmorata","Noroeste El Choyido","1983","1983","Especimen preservado de Gymnura marmorata en Sonora","Peces; Ictiologia; Presencia; Noroeste El Choyido"
"1212","Sonora","Halichoeres notospilus","Punta Chile","1983","1983","Especimen preservado de Halichoeres notospilus en Sonora","Peces; Ictiologia; Presencia; Punta Chile"
"1213","Sonora","Hippoglossina bollmani","Estero Tastiota","1985","1985","Especimen preservado de Hippoglossina bollmani en Sonora","Peces; Ictiologia; Presencia; Estero Tastiota"
"1214","Sonora","Hoplopagrus güntherii","Bahía Yavaros","1990","1990","Especimen preservado de Hoplopagrus güntherii en Sonora","Peces; Ictiologia; Presencia; Bahía Yavaros"
"1215","Sonora","Hypsopsetta guttulata","Bahía Agua Dulce","1965","1965","Especimen preservado de Hypsopsetta guttulata en Sonora","Peces; Ictiologia; Presencia; Bahía Agua Dulce"
"1216","Sonora","Labrisomus multiporosus","Punta Tiburón","1982","1982","Especimen preservado de Labrisomus multiporosus en Sonora","Peces; Ictiologia; Presencia; Punta Tiburón"
"1217","Sonora","Lonchopisthus sinuscalifornicus","Boca de Tobarí","1964","1964","Especimen preservado de Lonchopisthus sinuscalifornicus en Sonora","Peces; Ictiologia; Presencia; Boca de Tobarí"
"1218","Sonora","Malacoctenus zonifer","Punta Chile","1982","1982","Especimen preservado de Malacoctenus zonifer en Sonora","Peces; Ictiologia; Presencia; Punta Chile"
"1219","Sonora","Micropogonias megalops","Cabo Tepoca, Golfo De California","1985","1985","Especimen preservado de Micropogonias megalops en Sonora","Peces; Ictiologia; Presencia; Cabo Tepoca, Golfo De California"
"1220","Sonora","Paraclinus mexicanus","Punta Chile","1983","1983","Especimen preservado de Paraclinus mexicanus en Sonora","Peces; Ictiologia; Presencia; Punta Chile"
"1221","Sonora","Paralichthys aestuarius","Norte De Rocas Consagradas, Golfo De California","1985","1985","Especimen preservado de Paralichthys aestuarius en Sonora","Peces; Ictiologia; Presencia; Norte De Rocas Consagradas, Golfo De California"
"1222","Sonora","Peprilus ovatus","Caborca","1982","1982","Especimen preservado de Peprilus ovatus en Sonora","Peces; Ictiologia; Presencia; Caborca"
"1223","Sonora","Pleuronichthys ocellatus","Cabo Tepoca, Golfo De California","1995","1995","Especimen preservado de Pleuronichthys ocellatus en Sonora","Peces; Ictiologia; Presencia; Cabo Tepoca, Golfo De California"
"1224","Sonora","Pteroplatytrygon violacea","Noreste De Boca Las Piedras","1983","1983","Especimen preservado de Pteroplatytrygon violacea en Sonora","Peces; Ictiologia; Presencia; Noreste De Boca Las Piedras"
"1225","Sonora","Rhinobatos productus","Norte De Rocas Consagradas, Golfo De California","1985","1985","Especimen preservado de Rhinobatos productus en Sonora","Peces; Ictiologia; Presencia; Norte De Rocas Consagradas, Golfo De California"
"1226","Sonora","Squatina californica","El Choyudo","1983","1983","Especimen preservado de Squatina californica en Sonora","Peces; Ictiologia; Presencia; El Choyudo"
"1227","Sonora","Symphurus prolatinaris","Frente A El Colorado","1983","1983","Especimen preservado de Symphurus prolatinaris en Sonora","Peces; Ictiologia; Presencia; Frente A El Colorado"
"1228","Sonora","Totoaba macdonaldi","Bahía De Guaymas","1930","1930","Especimen preservado de Totoaba macdonaldi en Sonora","Peces; Ictiologia; Presencia; Bahía De Guaymas"
"1229","Sonora","Urobatis maculatus","Santa Maria De La Reforma, Frente Isla Talchichilte","2003","2003","Especimen preservado de Urobatis maculatus en Sonora","Peces; Ictiologia; Presencia; Santa Maria De La Reforma, Frente Isla Talchichilte"
"1230","Sonora","Xystreurys liolepis","Estero Tastiota","1982","1982","Especimen preservado de Xystreurys liolepis en Sonora","Peces; Ictiologia; Presencia; Estero Tastiota"
"1231","Tabasco","Antigonia capros","Paraiso, Al Norte","2000","2000","Especimen preservado de Antigonia capros en Tabasco","Peces; Ictiologia; Presencia; Paraiso, Al Norte"
"1232","Tabasco","Argyropelecus aculeatus","Norte De La Machona","2000","2000","Especimen preservado de Argyropelecus aculeatus en Tabasco","Peces; Ictiologia; Presencia; Norte De La Machona"
"1233","Tabasco","Ariomma bondi","Noreste De Tabasco","2008","2008","Especimen preservado de Ariomma bondi en Tabasco","Peces; Ictiologia; Presencia; Noreste De Tabasco"
"1234","Tabasco","Ariomma bondi","Noroeste De Tabasco","2008","2008","Especimen preservado de Ariomma bondi en Tabasco","Peces; Ictiologia; Presencia; Noroeste De Tabasco"
"1235","Tabasco","Bathyanthias mexicanus","Faro Frontera","2000","2000","Especimen preservado de Bathyanthias mexicanus en Tabasco","Peces; Ictiologia; Presencia; Faro Frontera"
"1236","Tabasco","Batrachoides goldmani","Río De La Sierra","2010","2010","Especimen preservado de Batrachoides goldmani en Tabasco","Peces; Ictiologia; Presencia; Río De La Sierra"
"1237","Tabasco","Brycon guatemalensis","Río De La Sierra","2010","2010","Especimen preservado de Brycon guatemalensis en Tabasco","Peces; Ictiologia; Presencia; Río De La Sierra"
"1238","Tabasco","Caranx crysos","Torno Largo, Paraíso","2008","2008","Especimen preservado de Caranx crysos en Tabasco","Peces; Ictiologia; Presencia; Torno Largo, Paraíso"
"1239","Tabasco","Cathorops aguadulce","Río El Platanar","2010","2010","Especimen preservado de Cathorops aguadulce en Tabasco","Peces; Ictiologia; Presencia; Río El Platanar"
"1240","Tabasco","Centropomus pectinatus","Laguna De Mecoacau","1963","1963","Especimen preservado de Centropomus pectinatus en Tabasco","Peces; Ictiologia; Presencia; Laguna De Mecoacau"
"1241","Tabasco","Centropomus poeyi","Huimanguillo","2010","2010","Especimen preservado de Centropomus poeyi en Tabasco","Peces; Ictiologia; Presencia; Huimanguillo"
"1242","Tabasco","Chlorophthalmus agassizi","Playa Del Bosque","2000","2000","Especimen preservado de Chlorophthalmus agassizi en Tabasco","Peces; Ictiologia; Presencia; Playa Del Bosque"
"1243","Tabasco","Cichlasoma meeki","Laguna El Caracol","2010","2010","Especimen preservado de Cichlasoma meeki en Tabasco","Peces; Ictiologia; Presencia; Laguna El Caracol"
"1244","Tabasco","Cichlasoma sexfasciatus","Huimanguillo","2010","2010","Especimen preservado de Cichlasoma sexfasciatus en Tabasco","Peces; Ictiologia; Presencia; Huimanguillo"
"1245","Tabasco","Coelorhynchus ventrilux","Noroeste De Tabasco","2000","2000","Especimen preservado de Coelorhynchus ventrilux en Tabasco","Peces; Ictiologia; Presencia; Noroeste De Tabasco"
"1246","Tabasco","Conodon nobilis","Frente A Dos Bocas","2008","2008","Especimen preservado de Conodon nobilis en Tabasco","Peces; Ictiologia; Presencia; Frente A Dos Bocas"
"1247","Tabasco","Coryphaenoides mexicanus","Noroeste De Tabasco","2000","2000","Especimen preservado de Coryphaenoides mexicanus en Tabasco","Peces; Ictiologia; Presencia; Noroeste De Tabasco"
"1248","Tabasco","Ctenopharingodon idella","Río De La Sierra","2010","2010","Especimen preservado de Ctenopharingodon idella en Tabasco","Peces; Ictiologia; Presencia; Río De La Sierra"
"1249","Tabasco","Cyclopsetta chittendeni","Norte De Comacalco","2000","2000","Especimen preservado de Cyclopsetta chittendeni en Tabasco","Peces; Ictiologia; Presencia; Norte De Comacalco"
"1250","Tabasco","Decapterus punctatus","Frente A Desembocadura Río Grijalva","1983","1983","Especimen preservado de Decapterus punctatus en Tabasco","Peces; Ictiologia; Presencia; Frente A Desembocadura Río Grijalva"
"1251","Tabasco","Decapterus punctatus","Torno Largo, Paraíso","2004","2004","Especimen preservado de Decapterus punctatus en Tabasco","Peces; Ictiologia; Presencia; Torno Largo, Paraíso"
"1252","Tabasco","Echiophis punctifer","Chiltepec Paraíso","2004","2004","Especimen preservado de Echiophis punctifer en Tabasco","Peces; Ictiologia; Presencia; Chiltepec Paraíso"
"1253","Tabasco","Epinephelus adscensionis","Torno Largo, Paraíso","2010","2010","Especimen preservado de Epinephelus adscensionis en Tabasco","Peces; Ictiologia; Presencia; Torno Largo, Paraíso"
"1254","Tabasco","Epinephelus itajara","Sur Golfo De México","2000","2000","Especimen preservado de Epinephelus itajara en Tabasco","Peces; Ictiologia; Presencia; Sur Golfo De México"
"1255","Tabasco","Eugerres mexicanus","Huimanguillo","2010","2010","Especimen preservado de Eugerres mexicanus en Tabasco","Peces; Ictiologia; Presencia; Huimanguillo"
"1256","Tabasco","Gymnura micrura","Playa Paraíso, Barra Tupilco","2000","2000","Especimen preservado de Gymnura micrura en Tabasco","Peces; Ictiologia; Presencia; Playa Paraíso, Barra Tupilco"
"1257","Tabasco","Larimus fasciatus","Dos Bocas","1980","1980","Especimen preservado de Larimus fasciatus en Tabasco","Peces; Ictiologia; Presencia; Dos Bocas"
"1258","Tabasco","Larimus fasciatus","El Bellote, Paraíso","1983","1983","Especimen preservado de Larimus fasciatus en Tabasco","Peces; Ictiologia; Presencia; El Bellote, Paraíso"
"1259","Tabasco","Lonchopisthus micrognathus","Norte De La Machona","2000","2000","Especimen preservado de Lonchopisthus micrognathus en Tabasco","Peces; Ictiologia; Presencia; Norte De La Machona"
"1260","Tabasco","Lophiodes reticulatus","Noroeste De Paraíso","1983","1983","Especimen preservado de Lophiodes reticulatus en Tabasco","Peces; Ictiologia; Presencia; Noroeste De Paraíso"
"1261","Tabasco","Parachromis friedrichsthalii","Río Mezcalapa","2004","2004","Especimen preservado de Parachromis friedrichsthalii en Tabasco","Peces; Ictiologia; Presencia; Río Mezcalapa"
"1262","Tabasco","Parasudis truculenta","Barra De Santa Ana","2000","2000","Especimen preservado de Parasudis truculenta en Tabasco","Peces; Ictiologia; Presencia; Barra De Santa Ana"
"1263","Tabasco","Pareques umbrosus","Frente A Sánchez Magallanes","1983","1983","Especimen preservado de Pareques umbrosus en Tabasco","Peces; Ictiologia; Presencia; Frente A Sánchez Magallanes"
"1264","Tabasco","Peristedion gracile","Norte De La Machona","2000","2000","Especimen preservado de Peristedion gracile en Tabasco","Peces; Ictiologia; Presencia; Norte De La Machona"
"1265","Tabasco","Peristedion miniatum","Norte De Laguna Mecoacan","2000","2000","Especimen preservado de Peristedion miniatum en Tabasco","Peces; Ictiologia; Presencia; Norte De Laguna Mecoacan"
"1266","Tabasco","Phaeoptyx pigmentaria","Noreste De Comacalco","2000","2000","Especimen preservado de Phaeoptyx pigmentaria en Tabasco","Peces; Ictiologia; Presencia; Noreste De Comacalco"
"1267","Tabasco","Potamarius nelsoni","Río De La Sierra","2010","2010","Especimen preservado de Potamarius nelsoni en Tabasco","Peces; Ictiologia; Presencia; Río De La Sierra"
"1268","Tabasco","Potamarius usumacintae","Río El Platanar","2010","2010","Especimen preservado de Potamarius usumacintae en Tabasco","Peces; Ictiologia; Presencia; Río El Platanar"
"1269","Tabasco","Prionotus carolinus","Frente A Sánchez Magallanes","2000","2000","Especimen preservado de Prionotus carolinus en Tabasco","Peces; Ictiologia; Presencia; Frente A Sánchez Magallanes"
"1270","Tabasco","Rypticus saponaceus","Desembocadura Río Grijalva","1983","1983","Especimen preservado de Rypticus saponaceus en Tabasco","Peces; Ictiologia; Presencia; Desembocadura Río Grijalva"
"1271","Tabasco","Saurida caribbaea","Noroeste De Comacalco","2000","2000","Especimen preservado de Saurida caribbaea en Tabasco","Peces; Ictiologia; Presencia; Noroeste De Comacalco"
"1272","Tabasco","Squatina dumeril","Playa Del Bosque","2008","2008","Especimen preservado de Squatina dumeril en Tabasco","Peces; Ictiologia; Presencia; Playa Del Bosque"
