"","State/Province","Scientific name","County","Inicio","Fin","Titulo","Key"
"812","Michoacán","Otophidium indefatigable","Sur Las Peñitas","1998","1998","Especimen preservado de Otophidium indefatigable en Michoacán","Peces; Ictiologia; Presencia; Sur Las Peñitas"
"813","Michoacán","Paralichthys woolmani","Lázaro Cárdenas","2008","2008","Especimen preservado de Paralichthys woolmani en Michoacán","Peces; Ictiologia; Presencia; Lázaro Cárdenas"
"814","Michoacán","Paranthias colonus","Barra de Nexpa","2002","2002","Especimen preservado de Paranthias colonus en Michoacán","Peces; Ictiologia; Presencia; Barra de Nexpa"
"815","Michoacán","Pomacanthus zonipectus","Punta Cayacol, Lázaro Cárdenas","1982","1982","Especimen preservado de Pomacanthus zonipectus en Michoacán","Peces; Ictiologia; Presencia; Punta Cayacol, Lázaro Cárdenas"
"816","Michoacán","Pomadasys branickii","Playa Azul","1989","1989","Especimen preservado de Pomadasys branickii en Michoacán","Peces; Ictiologia; Presencia; Playa Azul"
"817","Michoacán","Prionotus stephanophrys","Suroeste Ostuta","1985","1985","Especimen preservado de Prionotus stephanophrys en Michoacán","Peces; Ictiologia; Presencia; Suroeste Ostuta"
"818","Michoacán","Prionurus punctatus","Barra Nexpa","2002","2002","Especimen preservado de Prionurus punctatus en Michoacán","Peces; Ictiologia; Presencia; Barra Nexpa"
"819","Michoacán","Rhinobatos glaucostigma","Sureste Guagua","1985","1985","Especimen preservado de Rhinobatos glaucostigma en Michoacán","Peces; Ictiologia; Presencia; Sureste Guagua"
"820","Michoacán","Rhynchoconger nitens","Bahía Bufadero","1989","1989","Especimen preservado de Rhynchoconger nitens en Michoacán","Peces; Ictiologia; Presencia; Bahía Bufadero"
"821","Michoacán","Rypticus nigripinnis","Punta Cayacol, Lázaro Cárdenas","1982","1982","Especimen preservado de Rypticus nigripinnis en Michoacán","Peces; Ictiologia; Presencia; Punta Cayacol, Lázaro Cárdenas"
"822","Michoacán","Sargocentron suborbitalis","Caleta De Campos","1995","1995","Especimen preservado de Sargocentron suborbitalis en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"823","Michoacán","Scorpaena mystes","Desembocadura Río Nexpa","1998","1998","Especimen preservado de Scorpaena mystes en Michoacán","Peces; Ictiologia; Presencia; Desembocadura Río Nexpa"
"824","Michoacán","Scorpaena mystes","Punta Cayacol, Lázaro Cárdenas","1985","1985","Especimen preservado de Scorpaena mystes en Michoacán","Peces; Ictiologia; Presencia; Punta Cayacol, Lázaro Cárdenas"
"825","Michoacán","Scorpaena mystes","Punta Piedras Blancas","1982","1982","Especimen preservado de Scorpaena mystes en Michoacán","Peces; Ictiologia; Presencia; Punta Piedras Blancas"
"826","Michoacán","Sectator ocyurus","Lázaro Cárdenas","2008","2008","Especimen preservado de Sectator ocyurus en Michoacán","Peces; Ictiologia; Presencia; Lázaro Cárdenas"
"827","Michoacán","Sphoeroides angusticeps","Sureste Punta La Playa Corrida De San Juan","1985","1985","Especimen preservado de Sphoeroides angusticeps en Michoacán","Peces; Ictiologia; Presencia; Sureste Punta La Playa Corrida De San Juan"
"828","Michoacán","Stegastes flavilatus","Caleta De Campos","1982","1982","Especimen preservado de Stegastes flavilatus en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"829","Michoacán","Stegastes rectifraenum","Caleta De Campos","1996","1996","Especimen preservado de Stegastes rectifraenum en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos"
"830","Michoacán","Syacium ovale","Suroeste Ostuta","1985","1985","Especimen preservado de Syacium ovale en Michoacán","Peces; Ictiologia; Presencia; Suroeste Ostuta"
"831","Michoacán","Symphurus callopterus","Playa Azul","1985","1985","Especimen preservado de Symphurus callopterus en Michoacán","Peces; Ictiologia; Presencia; Playa Azul"
"832","Michoacán","Symphurus leei","Frente A Caleta De Campos","1989","1989","Especimen preservado de Symphurus leei en Michoacán","Peces; Ictiologia; Presencia; Frente A Caleta De Campos"
"833","Michoacán","Synodus scituliceps","Punta Piedras Blancas","1985","1998","Especimen preservado de Synodus scituliceps en Michoacán","Peces; Ictiologia; Presencia; Punta Piedras Blancas"
"834","Michoacán","Trachinotus rhodopus","Bahía Bufadero","1985","1985","Especimen preservado de Trachinotus rhodopus en Michoacán","Peces; Ictiologia; Presencia; Bahía Bufadero"
"835","Michoacán","Tylosurus crocodilus fodiator","Caleta De Campos, Frente Al Faro,","1984","1984","Especimen preservado de Tylosurus crocodilus fodiator en Michoacán","Peces; Ictiologia; Presencia; Caleta De Campos, Frente Al Faro,"
"836","Michoacán","Umbrina bussingi","Bahía Bufadero","1983","1983","Especimen preservado de Umbrina bussingi en Michoacán","Peces; Ictiologia; Presencia; Bahía Bufadero"
"837","Michoacán","Zalieutes elater","Punta Playa La Corrida De San Juan","1985","1985","Especimen preservado de Zalieutes elater en Michoacán","Peces; Ictiologia; Presencia; Punta Playa La Corrida De San Juan"
"838","Morelos","Carassius auratus","Jagüey, El Polvorin","1970","1970","Especimen preservado de Carassius auratus en Morelos","Peces; Ictiologia; Presencia; Jagüey, El Polvorin"
"839","Morelos","Girardinichthys multiradiatus","Lagunas De Zempoala","1940","1940","Especimen preservado de Girardinichthys multiradiatus en Morelos","Peces; Ictiologia; Presencia; Lagunas De Zempoala"
"840","Nayarit","Achirus mazatlanus","Noreste Santa Cruz","1985","1985","Especimen preservado de Achirus mazatlanus en Nayarit","Peces; Ictiologia; Presencia; Noreste Santa Cruz"
"841","Nayarit","Achirus mazatlanus","Noroeste Santa Cruz","1985","1985","Especimen preservado de Achirus mazatlanus en Nayarit","Peces; Ictiologia; Presencia; Noroeste Santa Cruz"
"842","Nayarit","Achirus mazatlanus","Playa Los Corchos","1985","1985","Especimen preservado de Achirus mazatlanus en Nayarit","Peces; Ictiologia; Presencia; Playa Los Corchos"
"843","Nayarit","Achirus mazatlanus","Playa Novillero","1982","1982","Especimen preservado de Achirus mazatlanus en Nayarit","Peces; Ictiologia; Presencia; Playa Novillero"
"844","Nayarit","Achirus mazatlanus","Sureste San Blas","1983","1983","Especimen preservado de Achirus mazatlanus en Nayarit","Peces; Ictiologia; Presencia; Sureste San Blas"
"845","Nayarit","Achirus mazatlanus","Suroeste Pesquerías","1983","1983","Especimen preservado de Achirus mazatlanus en Nayarit","Peces; Ictiologia; Presencia; Suroeste Pesquerías"
"846","Nayarit","Aetobatus narinari","El Palmar","1982","1982","Especimen preservado de Aetobatus narinari en Nayarit","Peces; Ictiologia; Presencia; El Palmar"
"847","Nayarit","Alectis ciliaris","Noroeste Isla Isabel","1983","1983","Especimen preservado de Alectis ciliaris en Nayarit","Peces; Ictiologia; Presencia; Noroeste Isla Isabel"
"848","Nayarit","Alectis ciliaris","Noroeste Punto El Custodio","1983","1983","Especimen preservado de Alectis ciliaris en Nayarit","Peces; Ictiologia; Presencia; Noroeste Punto El Custodio"
"849","Nayarit","Anchoa ischana","Bahía Matanchén","1984","1984","Especimen preservado de Anchoa ischana en Nayarit","Peces; Ictiologia; Presencia; Bahía Matanchén"
"850","Nayarit","Anchoa mundeola","Puerta De Palapares","1985","1985","Especimen preservado de Anchoa mundeola en Nayarit","Peces; Ictiologia; Presencia; Puerta De Palapares"
"851","Nayarit","Anchoa mundeola","Punta Del Burro, Agua Brava","1985","2007","Especimen preservado de Anchoa mundeola en Nayarit","Peces; Ictiologia; Presencia; Punta Del Burro, Agua Brava"
"852","Nayarit","Anchoa walkeri","Matanchen","1979","1979","Especimen preservado de Anchoa walkeri en Nayarit","Peces; Ictiologia; Presencia; Matanchen"
"853","Nayarit","Anchovia macrolepidota","Playa Los Corchos","1983","1983","Especimen preservado de Anchovia macrolepidota en Nayarit","Peces; Ictiologia; Presencia; Playa Los Corchos"
"854","Nayarit","Ancylopsetta dendritica","Playas Novillero","1982","1982","Especimen preservado de Ancylopsetta dendritica en Nayarit","Peces; Ictiologia; Presencia; Playas Novillero"
"855","Nayarit","Antennarius avalonis","Bocas De Comichín","1983","1983","Especimen preservado de Antennarius avalonis en Nayarit","Peces; Ictiologia; Presencia; Bocas De Comichín"
"856","Nayarit","Bagre pinnimaculatus","Arenitas, Agua Brava","2001","2001","Especimen preservado de Bagre pinnimaculatus en Nayarit","Peces; Ictiologia; Presencia; Arenitas, Agua Brava"
"857","Nayarit","Bairdiella icistia","Punta Del Burro, Agua Brava","1970","1970","Especimen preservado de Bairdiella icistia en Nayarit","Peces; Ictiologia; Presencia; Punta Del Burro, Agua Brava"
"858","Nayarit","Bairdiella icistia","Punta Dura, Agua Brava","1970","1970","Especimen preservado de Bairdiella icistia en Nayarit","Peces; Ictiologia; Presencia; Punta Dura, Agua Brava"
"859","Nayarit","Bairdiella icistia","Taipeste, Agua Brava","1971","1971","Especimen preservado de Bairdiella icistia en Nayarit","Peces; Ictiologia; Presencia; Taipeste, Agua Brava"
"860","Nayarit","Barbulifer pantherinus","Desembocadura Del Canal Del Arrastradero A La Barra De Agua Brava, Acaponeta","1970","1970","Especimen preservado de Barbulifer pantherinus en Nayarit","Peces; Ictiologia; Presencia; Desembocadura Del Canal Del Arrastradero A La Barra De Agua Brava, Acaponeta"
"861","Nayarit","Bollmannia chlamydes","Puerta De Palapares","1985","1985","Especimen preservado de Bollmannia chlamydes en Nayarit","Peces; Ictiologia; Presencia; Puerta De Palapares"
"862","Nayarit","Bollmannia ocellata","Palmar","1982","1984","Especimen preservado de Bollmannia ocellata en Nayarit","Peces; Ictiologia; Presencia; Palmar"
"863","Nayarit","Brotula clarkae","Puerta De Palapares","1985","1985","Especimen preservado de Brotula clarkae en Nayarit","Peces; Ictiologia; Presencia; Puerta De Palapares"
"864","Nayarit","Caranx caballus","Bocas De Comichín","1985","1985","Especimen preservado de Caranx caballus en Nayarit","Peces; Ictiologia; Presencia; Bocas De Comichín"
"865","Nayarit","Caranx caballus","Sur Isla María Isabelita","1983","1983","Especimen preservado de Caranx caballus en Nayarit","Peces; Ictiologia; Presencia; Sur Isla María Isabelita"
"866","Nayarit","Caranx otrynter","San Blas","1982","1983","Especimen preservado de Caranx otrynter en Nayarit","Peces; Ictiologia; Presencia; San Blas"
"867","Nayarit","Carcharhinus limbatus","Isla María","1964","1964","Especimen preservado de Carcharhinus limbatus en Nayarit","Peces; Ictiologia; Presencia; Isla María"
"868","Nayarit","Cathorops liropus","Laguna De Agua Brava","1970","1970","Especimen preservado de Cathorops liropus en Nayarit","Peces; Ictiologia; Presencia; Laguna De Agua Brava"
"869","Nayarit","Centengraulis mysticetus","Frente A La Desembocadura Del Río San Pedro","1982","1982","Especimen preservado de Centengraulis mysticetus en Nayarit","Peces; Ictiologia; Presencia; Frente A La Desembocadura Del Río San Pedro"
"870","Nayarit","Centropomus medius","Cuautla","1991","1991","Especimen preservado de Centropomus medius en Nayarit","Peces; Ictiologia; Presencia; Cuautla"
"871","Nayarit","Centropomus medius","Pericos","1992","1992","Especimen preservado de Centropomus medius en Nayarit","Peces; Ictiologia; Presencia; Pericos"
"872","Nayarit","Centropomus nigrescens","Corcovadas","1970","1970","Especimen preservado de Centropomus nigrescens en Nayarit","Peces; Ictiologia; Presencia; Corcovadas"
"873","Nayarit","Centropomus nigrescens","Punta Dura Y Boca Del Estero Del Bule; Agua Brava","1970","1970","Especimen preservado de Centropomus nigrescens en Nayarit","Peces; Ictiologia; Presencia; Punta Dura Y Boca Del Estero Del Bule; Agua Brava"
"874","Nayarit","Centropomus robalito","Noreste De San Marcos","1985","1985","Especimen preservado de Centropomus robalito en Nayarit","Peces; Ictiologia; Presencia; Noreste De San Marcos"
"875","Nayarit","Centropomus robalito","Suroeste De La Tovara","1985","1985","Especimen preservado de Centropomus robalito en Nayarit","Peces; Ictiologia; Presencia; Suroeste De La Tovara"
"876","Nayarit","Centropomus viridis","Barra De Cuautla","1996","1996","Especimen preservado de Centropomus viridis en Nayarit","Peces; Ictiologia; Presencia; Barra De Cuautla"
"877","Nayarit","Centropomus viridis","Corcovadas, Agua Brava","1996","1996","Especimen preservado de Centropomus viridis en Nayarit","Peces; Ictiologia; Presencia; Corcovadas, Agua Brava"
"878","Nayarit","Chaetodipterus zonatus","Bocas De Comichín","1985","1985","Especimen preservado de Chaetodipterus zonatus en Nayarit","Peces; Ictiologia; Presencia; Bocas De Comichín"
"879","Nayarit","Chaetodipterus zonatus","Playa Novillero","1984","1984","Especimen preservado de Chaetodipterus zonatus en Nayarit","Peces; Ictiologia; Presencia; Playa Novillero"
"880","Nayarit","Chanos chanos","Estero Del Jabalí, Agua Brava","1986","1986","Especimen preservado de Chanos chanos en Nayarit","Peces; Ictiologia; Presencia; Estero Del Jabalí, Agua Brava"
"881","Nayarit","Cichlasoma beani","Tapo Zorrillo, Estero De Agua Brava","1970","1970","Especimen preservado de Cichlasoma beani en Nayarit","Peces; Ictiologia; Presencia; Tapo Zorrillo, Estero De Agua Brava"
"882","Nayarit","Corvula macrops","Chacala","1982","1982","Especimen preservado de Corvula macrops en Nayarit","Peces; Ictiologia; Presencia; Chacala"
"883","Nayarit","Ctenogobius sagittula","Agua Brava","1970","1970","Especimen preservado de Ctenogobius sagittula en Nayarit","Peces; Ictiologia; Presencia; Agua Brava"
"884","Nayarit","Cyclopsetta querna","Barra Asadero","1985","1985","Especimen preservado de Cyclopsetta querna en Nayarit","Peces; Ictiologia; Presencia; Barra Asadero"
"885","Nayarit","Cynoscion nannus","Frente A Barra Mexcaltitlán","1990","1990","Especimen preservado de Cynoscion nannus en Nayarit","Peces; Ictiologia; Presencia; Frente A Barra Mexcaltitlán"
"886","Nayarit","Cynoscion phoxocephalus","Frente Laguna El Plan Nuxco","1985","1985","Especimen preservado de Cynoscion phoxocephalus en Nayarit","Peces; Ictiologia; Presencia; Frente Laguna El Plan Nuxco"
"887","Nayarit","Cynoscion reticulatus","Noroeste Teacapán","1985","1985","Especimen preservado de Cynoscion reticulatus en Nayarit","Peces; Ictiologia; Presencia; Noroeste Teacapán"
"888","Nayarit","Cynoscion reticulatus","Oeste De Palmar","1983","1983","Especimen preservado de Cynoscion reticulatus en Nayarit","Peces; Ictiologia; Presencia; Oeste De Palmar"
"889","Nayarit","Dasyatis brevis","El Palmar","1982","1982","Especimen preservado de Dasyatis brevis en Nayarit","Peces; Ictiologia; Presencia; El Palmar"
"890","Nayarit","Decapterus muroadsi","Oeste Agua Brava","1983","1983","Especimen preservado de Decapterus muroadsi en Nayarit","Peces; Ictiologia; Presencia; Oeste Agua Brava"
"891","Nayarit","Diapterus peruvianus","Oeste Bocas De Comichín","1985","1985","Especimen preservado de Diapterus peruvianus en Nayarit","Peces; Ictiologia; Presencia; Oeste Bocas De Comichín"
"892","Nayarit","Diplectrum macropoma","Suroeste Estero Teacapan","1985","1985","Especimen preservado de Diplectrum macropoma en Nayarit","Peces; Ictiologia; Presencia; Suroeste Estero Teacapan"
"893","Nayarit","Dormitator latifrons","San Blas","1969","1969","Especimen preservado de Dormitator latifrons en Nayarit","Peces; Ictiologia; Presencia; San Blas"
"894","Nayarit","Dorosoma smithi","Laguna De Agua Brava Y Cruz De San Marcos","1970","1970","Especimen preservado de Dorosoma smithi en Nayarit","Peces; Ictiologia; Presencia; Laguna De Agua Brava Y Cruz De San Marcos"
"895","Nayarit","Echiophis","Isla Isabel","1982","1982","Especimen preservado de Echiophis en Nayarit","Peces; Ictiologia; Presencia; Isla Isabel"
"896","Nayarit","Echiophis brunneus","Frente A San Blas","1982","1982","Especimen preservado de Echiophis brunneus en Nayarit","Peces; Ictiologia; Presencia; Frente A San Blas"
"897","Nayarit","Epinephelus acanthistius","Suroeste Playa Novillero","1985","1985","Especimen preservado de Epinephelus acanthistius en Nayarit","Peces; Ictiologia; Presencia; Suroeste Playa Novillero"
"898","Nayarit","Epinephelus niphobles","Isla Isabel","1984","1984","Especimen preservado de Epinephelus niphobles en Nayarit","Peces; Ictiologia; Presencia; Isla Isabel"
