"Location","Area_M","Region_M"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Sinaloa","Pacific","G. Of California"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Veracruz","Atlantic","W. G. Of Mexico"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
